dataset	richness	neutral	phylogenetic
EHI02094	86	30.27813613048044	4.44395001933232
EHI02083	90	33.530576288614405	4.661066669215084
EHI02072	75	35.91170034105412	4.936037262856363
EHI02102	67	35.32145374742016	4.82996923914783
EHI02091	60	34.36418879815354	4.94067494495236
EHI02071	86	31.072139011676004	4.4930545120240515
