dataset	richness	neutral	phylogenetic
EHI02086	84	36.71431659751886	6.777194460492309
EHI02116	36	24.302164642659328	4.706587632132
EHI02101	58	33.86632918021292	5.260166428402106
EHI02073	82	36.8019882798821	6.788802948517598
EHI02110	84	39.882030371871146	5.590522598102541
EHI02114	81	36.0033974987741	6.600632744939495
